distance_km,current_speed,preceding_gap_km,signal_aspect,congestion_index,weather_impact,speed_restriction,actual_time_mins
68,107.66,16.45,2,0.71,1.0,80,65.06
62,80.92,24.29,2,0.16,1.0,110,50.56
15,44.28,13.48,1,0.2,1.5,110,56.17
15,67.11,17.17,2,0.68,1.0,110,25.63
62,91.13,5.11,1,0.26,1.0,110,73.13
76,51.39,18.89,1,0.15,1.0,110,151.69
68,46.9,4.68,1,0.37,1.0,110,151.38
76,60.74,5.3,1,0.49,1.0,30,262.96
15,92.86,15.49,2,0.17,1.0,110,14.77
55,53.66,17.61,2,0.99,1.0,80,78.9
76,42.82,11.32,2,0.62,1.5,110,172.46
15,83.26,9.86,2,0.11,1.0,110,14.4
55,70.79,16.81,2,0.15,1.0,110,49.56
68,98.48,6.53,2,0.28,1.0,110,47.09
15,55.27,23.51,2,0.5,1.0,50,27.4
76,41.0,13.0,0,0.84,1.2,110,237.11
55,76.64,7.22,2,0.17,1.0,50,70.06
84,43.58,11.15,2,0.53,1.0,110,125.12
76,73.21,2.17,0,0.6,1.0,110,114.13
55,43.41,4.25,0,0.27,1.0,110,131.91
68,63.13,15.55,2,0.51,1.5,110,107.19
15,57.21,10.24,2,0.72,1.5,50,40.48
55,46.38,8.58,2,0.25,1.0,80,76.47
76,80.57,2.51,2,0.14,1.5,110,147.0
15,74.33,5.9,0,0.66,1.0,110,31.69
76,45.09,8.45,2,0.8,1.5,50,165.0
15,107.31,18.8,2,0.67,1.2,110,21.47
76,80.49,21.15,2,0.88,1.0,110,72.68
62,85.66,12.57,2,0.66,1.0,30,137.13
55,49.31,5.65,2,0.89,1.5,110,116.39
68,64.81,8.97,2,0.73,1.0,110,74.67
55,73.02,14.73,2,0.29,1.2,30,137.61
62,73.11,3.0,2,0.4,1.2,80,109.79
55,74.17,5.06,1,0.48,1.0,110,81.9
68,62.33,11.56,2,0.32,1.0,80,71.56
84,83.8,14.66,2,0.57,1.2,50,131.61
55,74.62,4.8,2,0.38,1.0,110,79.94
68,80.05,6.16,1,0.28,1.0,80,92.02
55,81.58,15.56,0,0.85,1.0,110,82.89
62,59.83,11.21,2,0.11,1.0,110,66.81
68,60.55,8.12,2,0.6,1.2,110,92.06
55,105.22,24.93,2,0.36,1.2,30,139.52
15,44.0,5.17,0,0.91,1.0,50,47.97
76,93.06,19.48,2,0.47,1.0,110,56.98
55,105.42,8.98,2,0.79,1.0,110,44.16
62,107.56,11.85,2,0.75,1.0,50,87.42
84,85.17,19.14,1,0.46,1.0,50,177.08
76,95.65,9.45,2,0.23,1.0,110,53.18
15,63.75,3.44,2,0.2,1.0,80,28.76
55,100.11,21.72,2,0.23,1.0,110,38.66
55,62.97,3.24,2,0.31,1.0,80,93.95
55,87.79,7.42,2,0.88,1.0,110,52.72
68,109.06,15.75,0,0.68,1.0,110,75.38
68,73.28,21.53,2,0.25,1.2,110,72.16
62,68.13,15.29,2,0.53,1.2,110,74.7
55,104.55,5.27,2,0.23,1.0,80,44.23
62,43.3,24.11,2,0.67,1.0,50,97.79
55,49.75,2.25,2,0.98,1.0,80,127.54
68,52.01,5.85,2,0.13,1.0,80,82.24
62,45.14,17.25,2,0.47,1.0,110,90.88
84,102.65,21.62,2,0.22,1.0,30,173.56
15,81.72,24.9,2,0.93,1.0,30,46.47
68,69.31,7.05,0,0.92,1.2,110,133.74
68,56.23,18.23,2,0.32,1.0,110,79.04
68,90.31,4.54,0,0.99,1.0,30,244.84
55,91.74,17.79,2,0.89,1.2,110,58.06
15,94.46,12.6,2,0.53,1.5,110,24.56
15,67.9,21.85,1,0.58,1.2,80,35.6
62,56.43,20.83,2,0.84,1.0,80,79.81
84,69.97,3.41,1,0.43,1.0,110,127.69
15,74.51,9.59,1,0.96,1.0,80,35.46
68,99.1,23.06,2,0.36,1.0,30,142.16
62,53.31,20.89,2,0.17,1.5,50,115.95
55,73.8,6.88,1,0.85,1.0,30,198.35
84,102.17,6.58,1,0.36,1.0,80,111.18
84,89.07,6.47,2,0.85,1.0,80,77.86
68,50.9,14.58,0,0.44,1.0,30,235.13
76,52.54,11.02,2,0.23,1.2,50,115.26
15,66.71,19.83,2,0.66,1.0,50,30.25
62,104.69,20.87,2,0.7,1.5,110,66.73
62,81.75,20.73,2,0.22,1.0,50,80.66
68,76.83,19.46,2,0.27,1.0,80,57.84
76,76.21,11.5,1,0.47,1.0,110,109.24
84,46.09,6.65,2,0.29,1.0,50,116.34
68,40.42,13.13,1,0.38,1.5,50,260.3
55,78.78,14.29,1,0.25,1.5,80,112.12
68,102.32,4.64,0,0.55,1.0,110,76.59
84,72.55,7.22,2,0.93,1.0,80,85.03
76,83.7,21.08,1,0.93,1.0,80,109.09
84,70.36,21.51,2,0.81,1.5,110,121.01
15,78.12,2.94,2,0.5,1.0,30,60.86
76,83.34,13.05,2,0.3,1.0,110,59.36
68,92.4,13.1,1,0.97,1.2,110,103.98
76,107.35,14.32,2,0.71,1.0,110,52.58
76,43.76,2.51,2,0.4,1.0,50,182.31
15,82.02,18.82,2,0.98,1.0,80,28.35
55,76.1,13.44,1,0.2,1.2,110,90.67
84,63.8,22.0,0,0.8,1.2,50,215.01
84,51.58,18.25,2,0.67,1.0,50,112.78
84,89.3,23.36,2,0.38,1.0,110,63.83
15,76.93,7.95,0,0.75,1.0,80,35.29
76,52.22,18.27,2,0.91,1.0,50,108.08
76,93.35,15.61,1,0.7,1.0,110,97.06
84,49.55,18.74,2,0.33,1.2,80,127.92
55,86.08,12.07,1,0.6,1.0,110,74.93
68,90.73,21.24,2,0.38,1.2,30,171.79
15,78.7,19.04,2,0.18,1.5,110,20.44
68,70.04,3.72,1,0.85,1.0,50,151.4
15,97.96,10.69,2,0.52,1.2,80,21.39
68,99.08,8.04,2,0.14,1.0,110,44.0
15,85.77,10.05,2,0.9,1.0,80,27.4
55,89.06,8.56,2,0.51,1.0,110,49.45
15,51.88,4.2,2,0.2,1.0,110,32.88
84,47.17,19.29,2,0.77,1.0,110,119.7
76,45.58,17.71,2,0.62,1.0,110,110.81
55,77.61,6.41,2,0.34,1.0,110,51.11
76,87.35,8.92,1,0.78,1.0,50,165.27
55,71.52,7.81,2,0.86,1.0,110,61.19
15,93.83,11.79,2,0.12,1.0,80,15.11
76,75.38,11.27,2,0.66,1.0,110,72.45
62,92.6,23.65,2,0.43,1.5,80,79.39
55,105.06,6.71,2,0.76,1.0,80,53.69
84,54.24,23.95,2,0.14,1.0,80,97.7
68,100.87,6.16,2,0.3,1.0,110,45.58
76,74.25,5.07,1,0.36,1.5,50,234.56
62,48.28,23.94,2,0.62,1.0,30,133.87
15,86.53,11.64,2,0.47,1.0,30,40.12
84,76.01,21.71,2,0.42,1.0,110,75.93
84,71.98,12.93,2,0.97,1.0,30,184.49
68,47.78,2.7,2,0.89,1.0,50,158.74
76,43.82,24.35,2,0.36,1.0,110,110.53
15,75.92,18.45,2,0.28,1.0,30,35.62
84,105.79,9.89,2,0.54,1.0,110,59.5
76,89.39,14.0,1,0.97,1.0,110,101.15
68,41.53,19.81,1,0.52,1.0,80,173.39
68,109.07,7.77,2,0.92,1.2,80,77.91
76,104.88,24.13,2,0.51,1.0,110,53.33
15,106.65,20.94,2,0.63,1.2,80,23.84
84,91.1,10.23,0,0.17,1.0,110,98.53
15,63.44,15.13,2,0.11,1.2,110,20.37
15,51.3,24.1,2,0.11,1.0,80,22.33
62,60.13,14.38,2,0.47,1.0,110,71.75
55,44.04,21.44,0,0.34,1.0,80,132.31
62,65.97,19.76,1,0.45,1.0,80,102.03
76,73.89,20.26,2,0.41,1.2,50,117.58
84,40.64,16.91,2,0.5,1.5,110,194.01
62,85.8,22.07,1,0.51,1.5,110,116.98
84,67.61,21.94,1,0.97,1.5,50,268.26
76,88.31,21.26,2,0.9,1.0,50,106.13
55,43.62,3.13,2,0.42,1.0,80,134.02
55,89.78,2.16,2,0.56,1.2,110,85.15
15,40.19,21.55,2,0.55,1.0,80,33.18
55,91.77,6.85,2,0.13,1.2,80,52.97
62,48.33,3.59,2,0.3,1.0,110,134.41
62,60.28,7.49,1,0.47,1.2,50,156.54
76,101.01,11.62,2,0.37,1.2,80,74.4
76,70.26,4.1,2,0.11,1.0,50,156.32
62,40.69,11.41,2,0.72,1.2,80,121.3
84,60.57,12.27,2,0.72,1.5,50,165.14
62,50.95,19.29,2,0.35,1.0,80,81.83
84,90.56,6.01,2,0.74,1.0,30,179.34
15,52.72,13.6,2,0.33,1.0,50,24.53
68,71.86,5.76,2,0.66,1.0,110,67.7
68,98.4,15.28,2,0.51,1.0,30,147.71
15,45.97,21.92,2,0.37,1.0,80,27.27
62,101.4,14.15,2,0.2,1.0,110,40.73
55,91.96,16.79,2,0.66,1.0,80,54.31
55,98.45,18.34,1,0.76,1.0,110,68.89
84,70.57,12.67,2,0.64,1.0,110,81.32
62,44.57,20.9,2,0.68,1.0,110,94.65
68,103.83,12.1,0,0.43,1.2,110,86.31
62,72.45,20.04,2,0.35,1.0,110,58.5
15,103.97,24.56,2,0.84,1.2,110,24.58
55,48.77,17.08,0,0.64,1.2,110,146.76
84,45.39,17.43,2,0.32,1.0,110,117.51
55,87.02,9.68,1,0.67,1.0,110,75.73
62,82.4,16.53,2,0.62,1.0,110,57.15
55,52.9,3.31,2,0.86,1.0,30,198.57
15,54.2,24.96,2,0.36,1.5,110,30.61
76,80.65,19.06,2,0.29,1.0,50,97.08
15,61.41,19.46,2,0.17,1.0,80,20.18
62,83.28,19.97,2,0.85,1.0,110,57.79
76,84.83,9.23,2,0.13,1.0,50,94.31
15,83.49,3.11,2,0.11,1.5,110,31.2
76,103.82,5.37,2,0.31,1.0,110,52.03
84,103.81,23.34,1,0.1,1.5,110,125.44
62,79.52,7.8,2,0.34,1.2,50,97.06
76,78.2,17.73,1,0.57,1.0,30,264.13
15,46.51,5.31,1,0.48,1.2,50,48.26
76,98.8,14.53,0,0.31,1.0,50,157.8
62,77.61,17.57,2,0.67,1.0,30,136.96
84,98.27,24.81,1,0.72,1.0,110,98.21
84,55.84,5.03,2,0.35,1.0,110,97.26
55,70.11,12.07,2,0.79,1.5,110,85.7
68,106.7,7.5,2,0.53,1.2,80,69.76
62,41.97,10.63,2,0.23,1.2,50,110.75
15,108.59,21.98,1,0.14,1.0,110,19.67
76,104.11,13.57,2,0.22,1.5,110,70.2
68,60.96,4.3,1,0.83,1.0,30,240.01
55,103.43,5.17,0,0.12,1.0,110,58.75
76,95.06,7.61,2,0.53,1.0,110,57.99
15,80.76,8.9,0,0.67,1.2,80,36.22
76,81.68,22.39,2,0.64,1.0,80,67.92
55,62.4,13.64,1,0.96,1.2,110,121.55
55,64.04,2.44,2,0.95,1.0,80,100.73
55,69.59,18.52,2,0.76,1.0,110,60.93
62,52.45,10.09,2,0.16,1.0,110,74.7
62,54.3,16.42,2,1.0,1.0,80,85.51
15,60.37,21.99,2,0.1,1.0,110,17.7
15,57.21,23.04,2,0.96,1.0,110,32.29
15,102.91,12.5,1,0.94,1.0,50,45.8
76,68.44,23.31,2,0.48,1.0,30,161.05
84,86.65,8.56,2,0.2,1.5,50,154.92
15,73.57,24.38,0,0.47,1.0,110,30.19
55,57.38,24.72,2,0.76,1.0,50,78.59
76,54.48,23.28,2,0.19,1.2,80,104.4
62,87.62,20.99,1,0.24,1.2,110,90.7
62,102.93,16.35,1,0.2,1.2,50,153.39
76,73.87,22.64,2,0.18,1.5,110,96.67
15,107.77,5.4,2,0.26,1.0,80,17.81
68,59.15,11.19,2,0.58,1.0,80,79.84
62,40.93,14.47,2,0.55,1.0,110,100.57
62,93.59,6.83,2,0.84,1.0,110,54.8
68,107.36,13.92,0,0.66,1.0,110,73.99
84,83.56,23.49,1,0.76,1.2,110,135.07
76,69.26,21.63,2,0.19,1.0,80,71.23
76,49.02,18.56,1,0.66,1.0,110,167.6
15,62.4,19.55,2,0.45,1.0,30,37.43
84,51.26,18.11,2,0.2,1.0,110,103.27
68,65.11,14.17,2,0.82,1.0,110,77.66
15,99.27,21.13,2,0.4,1.0,110,17.8
55,76.94,14.82,2,0.8,1.0,110,56.18
55,72.25,9.06,0,0.39,1.0,110,83.24
62,63.01,8.4,1,0.55,1.0,110,106.56
68,89.65,2.49,2,0.8,1.0,110,90.48
55,99.68,6.56,2,0.42,1.2,80,56.96
55,48.86,6.11,2,0.17,1.0,110,72.08
76,78.14,8.2,2,0.69,1.5,80,100.17
62,76.96,6.65,1,0.45,1.2,110,106.86
84,50.59,8.55,2,0.78,1.0,30,182.4
62,83.44,16.68,2,0.2,1.2,110,58.9
55,48.26,19.4,0,0.12,1.0,110,117.81
84,80.58,14.42,0,0.16,1.0,30,285.22
84,86.6,13.35,2,0.11,1.2,110,74.5
76,74.23,11.37,2,0.15,1.0,30,155.72
84,51.17,22.37,0,0.89,1.0,80,179.73
55,54.71,4.68,2,0.12,1.2,110,123.69
62,46.48,4.32,1,1.0,1.0,110,149.99
68,104.44,4.15,2,0.65,1.0,110,75.14
76,106.35,7.95,2,0.46,1.0,80,66.09
55,88.48,7.6,2,0.19,1.0,110,41.92
55,95.89,18.27,1,0.43,1.0,110,65.85
62,106.91,3.62,2,0.55,1.0,30,214.54
62,99.02,16.82,2,0.88,1.2,110,60.31
15,55.48,18.77,2,0.47,1.0,50,28.06
84,41.27,11.21,2,0.66,1.0,110,134.14
68,101.8,12.88,2,0.27,1.0,110,46.87
84,64.5,23.35,0,0.59,1.0,110,140.86
55,83.54,15.96,2,0.59,1.2,110,58.05
15,79.82,21.96,2,0.97,1.0,50,33.94
84,107.51,18.51,2,0.73,1.0,110,58.89
15,94.8,12.18,2,0.8,1.0,80,26.7
84,40.95,10.35,2,0.86,1.2,80,161.75
68,105.34,18.64,2,0.68,1.0,110,52.12
68,65.2,3.76,2,0.5,1.0,80,114.55
68,42.63,18.5,2,0.56,1.0,110,106.46
68,53.3,12.6,1,0.32,1.0,110,134.12
15,68.99,18.05,1,1.0,1.0,30,68.22
84,79.85,23.18,2,0.59,1.0,110,73.44
76,56.82,12.81,2,0.62,1.0,50,102.75
68,98.11,17.27,2,0.94,1.5,50,138.76
76,88.31,16.85,2,0.76,1.0,110,65.93
55,98.32,11.82,2,0.75,1.0,50,81.28
84,63.07,12.13,2,0.72,1.2,50,131.88
76,107.22,17.19,2,0.12,1.0,80,60.03
76,99.96,11.11,1,0.48,1.0,110,85.93
62,95.81,8.2,2,0.22,1.0,110,44.47
68,58.78,15.59,2,0.95,1.2,110,98.99
76,83.25,17.31,2,0.96,1.2,110,81.13
76,42.27,15.69,2,0.97,1.0,30,169.43
15,82.27,3.14,0,0.13,1.0,110,22.3
84,42.88,9.99,1,0.72,1.5,80,306.38
76,89.16,21.6,2,0.34,1.5,110,83.47
15,107.83,18.42,2,0.57,1.0,110,17.35
55,90.93,16.49,2,0.47,1.5,50,107.92
84,69.71,18.44,2,0.37,1.0,50,106.58
76,71.06,22.5,2,0.23,1.0,110,69.82
84,42.52,17.14,1,0.6,1.0,80,208.66
55,43.66,20.01,2,0.82,1.0,50,90.35
68,50.9,7.19,1,0.81,1.0,30,241.59
68,91.08,18.92,0,0.42,1.2,50,171.21
62,45.28,7.76,2,0.9,1.0,110,96.9
62,107.94,14.86,2,0.57,1.5,110,61.05
62,70.94,9.68,2,0.63,1.0,110,64.6
15,59.96,14.74,0,0.35,1.2,110,35.86
15,50.84,10.19,2,0.6,1.0,80,30.42
76,71.66,5.9,2,0.98,1.2,30,199.73
84,101.72,23.66,2,0.18,1.0,80,67.48
84,90.33,8.6,1,0.42,1.0,110,100.95
84,59.06,4.7,1,0.93,1.0,110,160.53
68,106.11,6.88,2,0.53,1.0,110,48.53
84,93.49,7.7,0,0.19,1.2,50,206.72
55,69.59,6.62,2,0.57,1.0,110,57.63
76,78.91,18.09,2,0.22,1.0,110,62.97
62,44.85,12.5,2,0.33,1.0,110,90.41
15,102.63,8.16,2,0.91,1.2,110,24.78
62,70.17,6.55,2,0.47,1.0,110,60.85
15,49.45,8.81,2,0.5,1.0,110,27.74
55,92.98,9.64,2,0.24,1.0,80,46.2
76,49.22,21.75,2,0.33,1.0,110,100.3
15,101.3,19.3,0,0.57,1.0,80,30.27
84,45.09,20.17,1,0.71,1.2,110,235.02
62,86.33,10.18,2,0.37,1.0,110,49.07
62,99.59,20.37,1,0.32,1.0,80,83.38
68,56.25,18.3,2,0.87,1.0,30,149.57
55,81.39,22.4,2,0.77,1.0,110,53.77
15,63.62,4.06,2,0.83,1.0,50,44.2
76,86.51,18.3,1,0.9,1.0,50,168.04
62,47.93,15.11,2,0.53,1.5,110,124.76
15,76.28,15.51,1,0.97,1.0,50,45.8
62,109.94,8.6,1,0.24,1.0,80,82.81
55,100.9,16.63,1,0.49,1.0,110,64.58
55,61.89,15.53,1,0.48,1.0,110,97.44
68,105.89,21.82,2,0.47,1.0,50,89.1
55,62.18,12.75,1,0.97,1.0,30,199.13
84,83.95,10.4,2,0.81,1.2,110,86.23
55,79.54,6.13,0,0.15,1.0,110,72.7
76,105.28,21.77,2,0.53,1.0,110,53.34
15,92.34,7.38,0,0.57,1.0,110,27.49
55,62.62,23.51,2,0.45,1.0,110,61.01
84,107.76,23.04,1,0.21,1.0,110,82.73
76,75.53,11.23,2,0.49,1.0,110,68.41
84,41.36,9.52,2,0.35,1.5,110,188.12
55,62.05,9.05,1,0.34,1.0,110,96.02
15,63.0,8.55,2,0.26,1.0,110,20.29
15,106.02,23.43,1,0.42,1.0,110,21.69
55,75.75,12.97,2,0.78,1.0,50,79.89
62,69.52,7.28,1,0.13,1.0,80,92.95
15,56.17,20.44,2,0.53,1.0,110,25.44
15,52.09,10.73,2,0.65,1.0,110,28.45
84,54.72,15.02,2,0.14,1.0,110,97.12
15,85.79,13.77,1,0.15,1.0,30,55.62
76,93.64,13.45,2,0.83,1.2,110,72.98
68,101.76,5.38,2,0.98,1.2,50,113.97
84,71.27,2.16,2,0.42,1.0,110,126.3
84,62.33,24.29,2,0.88,1.0,110,96.15
15,65.35,17.19,2,0.28,1.0,30,37.39
84,51.72,10.72,2,0.22,1.0,110,100.48
68,105.44,21.2,2,0.37,1.0,80,58.37
15,102.74,11.3,2,0.74,1.2,50,34.49
68,53.07,21.12,2,0.42,1.0,110,84.44
62,51.67,15.95,2,0.12,1.0,110,74.99
84,64.95,19.2,2,0.84,1.5,110,130.77
84,91.29,16.19,0,0.11,1.2,80,132.13
15,81.07,12.25,2,0.34,1.0,110,19.3
68,75.4,2.41,2,0.17,1.0,110,95.39
15,54.36,13.2,2,0.57,1.5,80,34.41
68,71.86,14.79,2,0.51,1.0,80,66.46
15,84.37,12.35,2,0.45,1.0,110,19.08
76,108.11,7.09,2,0.15,1.5,110,67.57
62,91.68,9.72,2,0.49,1.0,110,48.4
68,109.62,13.09,2,0.51,1.0,80,61.55
55,98.49,3.0,1,0.9,1.0,50,125.63
76,61.89,13.18,2,0.58,1.5,110,121.6
55,104.28,11.38,1,0.57,1.5,110,89.78
76,47.93,19.78,2,0.81,1.0,30,165.67
68,44.93,8.4,2,0.95,1.0,80,106.12
15,91.7,21.94,2,0.7,1.0,110,22.82
68,73.02,15.15,0,0.66,1.0,110,104.23
76,85.89,7.5,1,0.84,1.0,110,103.07
15,72.33,9.23,2,0.76,1.0,110,26.87
84,83.69,5.04,2,0.35,1.5,110,98.57
84,66.48,19.24,0,0.53,1.5,110,199.45
68,108.7,5.1,2,0.54,1.0,80,59.58
62,66.59,13.54,2,0.6,1.0,110,67.37
76,49.18,19.62,2,0.95,1.0,50,108.55
62,45.79,23.05,1,0.54,1.0,110,146.15
62,51.95,8.15,2,0.23,1.0,110,76.98
68,47.08,2.26,2,0.98,1.0,110,161.22
68,106.32,11.74,0,0.5,1.0,110,74.56
76,73.14,16.1,2,0.7,1.0,110,72.98
15,43.92,13.04,2,0.25,1.0,80,26.54
84,58.57,22.79,2,0.6,1.0,30,178.52
84,62.8,20.79,2,0.39,1.2,30,211.23
84,67.04,13.15,2,0.39,1.5,110,120.55
62,86.19,11.93,2,0.99,1.0,30,140.52
55,49.83,16.32,1,0.55,1.0,80,120.29
68,44.5,16.78,2,0.91,1.0,80,107.49
62,84.76,4.97,2,0.35,1.2,30,256.18
62,50.6,12.16,2,0.34,1.0,110,79.9
15,82.48,4.76,2,0.88,1.0,110,32.08
84,53.57,6.93,2,0.27,1.0,50,106.41
68,53.19,3.29,0,0.99,1.2,110,170.35
15,88.57,13.25,2,0.34,1.0,80,17.21
84,94.41,14.8,2,0.11,1.0,110,57.29
68,106.2,6.53,2,0.73,1.0,110,50.9
55,53.62,18.83,1,0.87,1.0,50,125.24
84,69.58,8.86,1,0.25,1.0,80,128.37
68,87.87,13.54,2,0.86,1.0,110,61.85
84,60.04,11.75,2,0.12,1.2,110,104.26
76,91.72,20.69,1,0.12,1.0,80,97.72
15,68.32,10.36,1,0.7,1.5,50,57.91
68,46.27,11.98,2,0.56,1.0,110,98.24
68,46.01,18.42,1,0.72,1.0,80,161.35
84,78.8,14.12,2,0.15,1.2,110,80.39
62,54.73,2.53,2,0.29,1.0,80,119.1
55,103.83,19.83,2,0.78,1.5,110,61.82
76,85.56,4.67,2,0.49,1.0,110,98.85
68,46.58,8.69,2,0.96,1.0,110,104.41
84,65.78,10.59,2,0.85,1.0,110,92.49
68,60.4,9.73,2,0.12,1.0,110,71.1
84,64.01,5.18,2,0.55,1.0,110,88.96
68,96.92,24.03,2,0.94,1.2,110,66.08
55,45.08,21.56,1,0.7,1.0,110,133.76
68,59.34,20.22,1,0.71,1.0,110,125.99
55,74.57,24.12,2,0.54,1.0,110,54.6
68,95.09,3.3,2,0.56,1.0,110,83.07
68,59.18,21.46,2,0.35,1.0,110,74.53
15,75.01,21.33,2,0.81,1.0,80,24.91
62,94.02,11.61,2,0.97,1.0,50,90.45
76,98.08,18.19,2,0.47,1.0,80,65.21
68,77.98,7.36,2,0.84,1.0,110,69.02
68,60.49,11.03,2,0.85,1.0,110,83.66
15,55.66,23.45,2,0.67,1.2,80,32.29
15,40.09,4.76,2,0.71,1.0,110,49.23
15,106.08,3.1,2,1.0,1.2,110,33.98
84,56.19,18.9,2,0.26,1.2,80,113.94
15,96.4,15.86,1,0.9,1.2,80,38.55
76,84.7,3.16,2,0.97,1.0,110,106.47
68,75.94,16.96,2,0.5,1.5,110,89.59
76,42.87,14.13,2,0.85,1.2,110,143.41
55,63.29,12.08,1,0.25,1.0,110,92.76
76,73.85,17.77,2,0.12,1.2,110,78.38
76,90.14,17.4,2,0.68,1.0,110,63.27
55,60.93,9.28,2,0.13,1.2,110,70.37
55,62.56,24.41,2,0.56,1.5,110,89.08
55,45.15,3.23,2,0.58,1.0,80,132.65
84,51.86,16.28,2,0.61,1.2,50,131.88
84,81.51,23.53,2,0.47,1.0,80,72.83
15,88.64,20.3,2,0.11,1.0,30,34.87
68,42.34,10.44,1,0.5,1.0,110,170.41
62,68.52,6.08,1,0.61,1.5,30,321.11
84,89.53,12.64,2,0.26,1.5,80,101.26
55,104.02,6.8,2,0.17,1.0,50,70.21
62,96.41,24.76,2,0.5,1.0,30,134.82
76,76.36,15.0,2,0.97,1.0,110,75.97
55,67.41,18.41,2,0.66,1.0,80,61.19
15,72.9,21.73,1,0.93,1.0,110,36.0
55,96.23,22.64,2,0.51,1.0,110,41.8
15,75.02,17.61,2,0.34,1.5,110,24.91
84,90.9,2.02,2,0.25,1.0,80,111.45
76,99.11,7.5,2,0.65,1.0,80,69.25
55,81.07,16.36,2,0.16,1.0,110,46.94
15,71.61,21.7,2,0.4,1.0,30,38.38
76,68.94,6.74,2,0.24,1.0,110,70.85
15,68.78,7.44,2,0.22,1.0,110,19.89
84,100.65,2.77,2,0.21,1.0,80,110.14
55,69.48,11.44,1,0.22,1.0,30,189.93
62,40.64,16.43,2,0.98,1.0,80,110.46
62,70.5,7.16,2,0.47,1.2,30,159.78
76,79.49,13.37,2,0.45,1.5,80,95.97
84,96.11,12.16,2,0.86,1.2,80,90.83
55,101.94,15.27,1,0.34,1.2,30,226.68
84,86.84,18.85,2,0.71,1.0,110,72.0
62,48.49,4.62,2,0.68,1.2,50,166.34
84,84.0,4.19,0,0.76,1.0,110,112.89
15,71.16,4.6,2,1.0,1.2,30,78.93
68,51.47,10.77,1,0.66,1.2,110,171.3
55,64.2,5.94,0,0.72,1.2,110,116.14
76,108.73,22.65,1,0.12,1.0,110,75.21
84,102.66,24.6,2,0.25,1.5,110,80.14
15,54.02,6.85,2,0.3,1.0,110,24.03
55,71.73,20.22,2,0.69,1.0,80,57.62
62,83.92,7.97,1,0.73,1.2,80,105.67
84,46.7,23.22,2,0.43,1.2,80,137.84
68,87.1,21.39,2,0.57,1.0,80,61.58
15,83.24,12.5,2,0.55,1.2,110,21.77
15,54.95,2.25,2,0.84,1.0,110,41.42
84,57.19,4.51,2,0.19,1.0,110,151.84
68,71.99,23.67,2,0.19,1.2,110,72.85
84,73.01,18.35,2,0.2,1.2,110,89.05
84,63.54,7.39,2,0.6,1.0,80,90.93
15,67.77,23.58,1,0.11,1.0,110,25.1
84,69.04,18.85,2,0.85,1.0,110,87.0
62,65.88,13.18,2,0.23,1.0,50,80.93
68,69.1,21.56,1,0.32,1.0,50,144.01
55,108.33,14.24,2,0.17,1.0,80,47.13
62,93.41,10.88,2,0.92,1.5,80,85.88
76,91.96,19.72,2,0.37,1.5,110,80.41
68,56.95,5.95,2,0.36,1.0,50,88.35
68,42.02,9.78,1,0.34,1.2,30,281.73
15,107.96,10.59,2,0.16,1.0,110,13.5
15,68.29,22.13,2,0.46,1.0,110,21.48
84,104.47,9.38,1,0.58,1.2,50,212.66
84,52.69,18.38,2,0.46,1.2,110,123.5
68,105.64,4.1,0,0.83,1.0,110,77.73
68,97.12,20.46,2,0.37,1.0,80,59.31
55,43.95,21.97,1,0.1,1.0,80,127.77
76,50.45,7.54,2,0.57,1.0,110,99.28
15,56.15,10.07,2,0.62,1.0,110,26.35
15,40.2,23.41,1,0.47,1.2,80,53.71
62,96.76,24.56,2,0.91,1.2,80,72.09
62,79.4,9.21,1,0.76,1.2,50,162.89
62,108.28,19.51,2,0.1,1.0,110,35.89
55,81.33,4.23,2,0.73,1.2,110,94.61
62,86.23,18.8,2,0.72,1.0,110,55.1
84,103.92,20.35,2,0.98,1.0,110,66.27
68,108.67,16.12,2,0.18,1.0,110,41.94
76,62.39,15.72,2,0.53,1.2,30,192.36
55,81.23,13.98,2,0.56,1.0,80,52.99
68,52.55,7.19,0,0.75,1.2,110,169.23
55,107.86,17.94,0,0.27,1.2,110,67.55
84,106.93,18.06,1,0.12,1.0,110,81.83
68,54.08,6.11,2,0.48,1.0,80,84.25
62,84.8,21.79,2,0.94,1.0,30,140.61
55,44.55,20.98,1,0.91,1.2,80,161.81
15,52.4,11.86,1,0.61,1.0,80,39.28
55,94.96,20.9,2,0.26,1.0,110,39.69
15,42.3,12.76,2,0.85,1.0,110,34.6
15,64.36,22.52,2,0.58,1.5,110,31.82
76,40.72,16.4,2,0.69,1.5,110,179.54
55,70.59,11.13,2,0.62,1.0,50,77.26
84,75.02,5.69,2,0.39,1.0,30,176.11
15,108.29,9.66,2,0.18,1.0,30,35.96
84,92.24,6.04,0,0.62,1.0,80,115.8
15,105.21,15.42,2,0.51,1.0,30,40.8
55,44.65,2.04,2,0.41,1.5,110,192.57
84,93.25,5.45,2,0.33,1.0,30,175.64
84,94.83,8.17,2,0.1,1.2,30,205.1
76,57.27,12.35,0,0.68,1.0,80,143.11
55,43.71,14.49,1,0.63,1.0,110,136.18
62,87.15,4.65,2,0.5,1.5,50,194.67
68,53.85,21.4,1,0.77,1.0,110,141.99
55,57.69,12.05,2,0.37,1.0,50,74.0
62,43.9,3.21,2,0.75,1.0,110,153.93
55,40.21,7.7,2,0.94,1.2,110,115.0
